,Year,gdp_per_capita_current,gdp_per_capita_constant_2015,forest_area_hectares,forest_proportion,Flag,woodfuel_coniferous_m3,woodfuel_non_coniferous_m3,ISO3,rural_pop_percent,mean_temp
648,1992,26459.385058,31305.163377,,,E,1065000.0,2730000.0,DEU,9.33,9.33
649,1993,25511.890533,30790.516367,,,E,1065000.0,2730000.0,DEU,8.52,8.52
650,1994,27089.731032,31479.514217,,,E,1065000.0,2730000.0,DEU,9.81,9.81
651,1995,31612.815282,31857.464918,,,A,2841363.0,3825020.0,DEU,8.98,8.98
652,1996,30471.047734,32092.996261,,,A,4301017.0,5718797.0,DEU,7.24,7.24
653,1997,26930.197115,32638.093987,,,A,3417721.0,4519550.0,DEU,8.96,8.96
654,1998,27407.606801,33475.703858,,,A,3197476.0,4194559.0,DEU,9.11,9.11
655,1999,27104.797981,34328.434971,,,A,3279734.0,4262792.0,DEU,9.57,9.57
656,2000,24047.024769,35264.782268,11354.0,32.54,A,3902970.0,5049343.0,DEU,9.91,9.91
657,2001,23999.61272,35782.137964,,,A,5875335.0,7609612.0,DEU,9.09,9.09
658,2002,25617.078939,35641.960232,,,A,4729579.0,6002481.0,DEU,9.62,9.62
659,2003,30869.146867,35434.392385,,,A,6636929.0,8479222.0,DEU,9.54,9.54
660,2004,34745.080534,35854.526367,,,A,7362583.0,9375628.0,DEU,9.07,9.07
661,2005,35265.185702,36192.359327,,,A,7828642.0,9943280.0,DEU,9.2,9.2
662,2006,37285.621343,37746.4514,,,A,9309020.0,11899487.0,DEU,9.75,9.75
663,2007,42855.093999,39030.087309,,,A,9204716.0,11708417.0,DEU,10.05,10.05
664,2008,46957.829609,39476.593077,,,A,10877853.0,13809097.0,DEU,9.67,9.67
665,2009,42994.855789,37368.402334,,,A,10060824.0,12636533.0,DEU,9.39,9.39
666,2010,42906.281054,38968.229255,11409.0,32.73,A,12145890.0,15291907.0,DEU,8.04,8.04
667,2011,47303.10603,40419.167184,,,A,10520832.0,13766613.0,DEU,9.84,9.84
668,2012,44464.372159,40581.502874,,,A,11266649.0,15539823.0,DEU,9.28,9.28
669,2013,46989.288967,40675.30721,,,A,10832439.0,15743195.0,DEU,8.9,8.9
670,2014,48734.23107,41386.933305,,,A,9470848.0,14483449.0,DEU,10.5,10.5
671,2015,41711.386732,41711.386732,11433.4,32.77,A,8957611.0,13445713.0,DEU,10.13,10.13
672,2016,42747.459236,42316.639727,,,A,8637190.0,12858819.0,DEU,9.69,9.69
673,2017,45281.718651,43286.097343,,,A,8734767.0,12885867.0,DEU,9.75,9.75
674,2018,48603.587445,43630.497436,,,A,8900311.0,13086667.0,DEU,10.68,10.68
675,2019,47358.144819,43960.972391,,,A,8251224.0,12260558.0,DEU,10.44,10.44
676,2020,47114.712304,42125.661186,11457.4,32.79,A,8144941.0,12096786.0,DEU,10.55,10.55
677,2021,51952.79585,43635.996546,,,A,9345317.0,13318808.0,DEU,9.28,9.28
678,2022,49515.794755,44028.98226,,,A,11088706.0,15264715.0,DEU,10.65,10.65
679,2023,53528.073268,43671.721906,,,A,10086144.0,13225311.0,DEU,10.75,10.75
680,2024,55113.019209,43565.486356,,,A,10196563.0,13339019.0,DEU,,
681,1970,1480.49824,10721.528312,,,A,386000.0,2070000.0,GRC,14.66,14.66
682,1971,1636.739576,11510.560932,,,A,300000.0,2000000.0,GRC,14.05,14.05
683,1972,1880.665777,12590.725236,,,A,303000.0,1599000.0,GRC,14.13,14.13
684,1973,2476.731995,13542.247363,,,A,328000.0,1581000.0,GRC,14.08,14.08
685,1974,2798.351547,12619.686925,,,A,332000.0,1758000.0,GRC,14.15,14.15
686,1975,3120.867439,13292.376034,,,A,333000.0,1456000.0,GRC,14.16,14.16
687,1976,3354.579738,13981.054735,,,A,405000.0,1670000.0,GRC,13.58,13.58
688,1977,3842.89634,14203.362085,,,A,288000.0,1824000.0,GRC,14.85,14.85
689,1978,4647.466102,15057.548274,,,A,258000.0,1326000.0,GRC,13.97,13.97
690,1979,5639.902302,15329.66076,,,A,258000.0,1326000.0,GRC,14.39,14.39
691,1980,5806.65441,15229.764286,,,A,272000.0,1667000.0,GRC,14.01,14.01
692,1981,5291.575884,14837.91122,,,A,273000.0,1718000.0,GRC,14.27,14.27
693,1982,5473.491963,14545.977191,,,A,192000.0,1436000.0,GRC,14.17,14.17
694,1983,4916.857565,14281.617553,,,A,276000.0,1796000.0,GRC,13.87,13.87
695,1984,4745.431222,14470.520851,,,A,219000.0,1696000.0,GRC,14.23,14.23
696,1985,4697.727632,14747.572077,,,A,297000.0,1947000.0,GRC,14.55,14.55
697,1986,5510.588819,14747.911541,,,A,310000.0,1970000.0,GRC,14.42,14.42
698,1987,6387.293319,14349.672942,,,A,294000.0,1818000.0,GRC,14.16,14.16
699,1988,7388.939345,14902.51334,,,A,303000.0,1855000.0,GRC,14.48,14.48
700,1989,7639.495134,15406.690864,,,A,140000.0,1242000.0,GRC,14.21,14.21
701,1990,9409.906551,15345.944106,3708.9,28.77,A,116000.0,1230000.0,GRC,14.75,14.75
702,1991,10059.656187,15747.742802,,,A,120000.0,,GRC,13.66,13.66
703,1991,10059.656187,15747.742802,,,E,,1230000.0,GRC,13.66,13.66
704,1992,11062.173243,15776.466069,,,A,107000.0,1530000.0,GRC,13.95,13.95
705,1993,10304.565238,15445.241259,,,A,209000.0,1310000.0,GRC,14.28,14.28
706,1994,10986.290095,15673.602615,,,A,158000.0,1196000.0,GRC,15.31,15.31
707,1995,12831.950687,15922.114486,,,A,168000.0,1162000.0,GRC,14.32,14.32
708,1996,13481.41022,16064.583677,,,A,162000.0,1176000.0,GRC,14.11,14.11
709,1997,13062.912929,16561.512868,,,A,104000.0,1132000.0,GRC,14.06,14.06
710,1998,13078.131641,17045.538072,,,X,118000.0,1079000.0,GRC,14.75,14.75
711,1999,13371.195259,17413.040074,,,X,143000.0,1260000.0,GRC,15.19,15.19
712,2000,11775.989384,18041.596573,3708.9,28.77,X,189000.0,1412407.0,GRC,14.77,14.77
713,2001,12178.224069,18775.210657,,,X,43290.0,1357300.0,GRC,15.05,15.05
714,2002,13797.048763,19569.435091,,,X,152000.0,941000.0,GRC,14.82,14.82
715,2003,18036.454904,20650.394601,,,X,184016.0,889592.0,GRC,14.7,14.7
716,2004,21464.489872,21703.509337,,,X,144000.0,1081000.0,GRC,14.62,14.62
717,2005,22066.142388,21892.442849,,,X,96640.0,907690.0,GRC,14.42,14.42
718,2006,24425.46181,23229.508813,,,X,126000.0,973880.0,GRC,14.39,14.39
719,2007,28447.808523,23979.632915,,,X,113802.0,681038.0,GRC,15.33,15.33
720,2008,31698.605847,23925.972924,,,E,113802.0,681038.0,GRC,15.32,15.32
721,2009,29422.670555,22875.967969,,,X,63908.0,683365.0,GRC,15.21,15.21
722,2010,26645.073014,21541.276133,3720.8,28.87,A,71771.0,639710.0,GRC,15.62,15.62
723,2011,25495.730476,19441.350165,,,A,90239.0,766940.0,GRC,14.51,14.51
724,2012,21617.913531,17919.330061,,,A,113802.0,681038.0,GRC,15.41,15.41
725,2013,21568.762809,17641.128901,,,A,116100.0,1076400.0,GRC,15.62,15.62
726,2014,21473.240267,17902.286825,,,A,97000.0,968000.0,GRC,15.52,15.52
727,2015,17980.697421,17980.697421,4098.0,31.79,E,97000.0,968000.0,GRC,15.23,15.23
728,2016,17920.01924,18050.711264,,,E,97000.0,968000.0,GRC,15.52,15.52
729,2017,18633.977751,18354.043368,,,A,62769.0,1001713.0,GRC,15.22,15.22
730,2018,19877.176803,18772.604449,,,A,83127.0,914954.0,GRC,15.81,15.81
731,2019,19340.78366,19222.066127,,,A,78386.0,868463.0,GRC,15.76,15.76
732,2020,17885.445913,17485.692852,4762.8,36.95,E,78386.0,868463.0,GRC,15.59,15.59
733,2021,20634.485863,19214.14542,,,E,78386.0,868463.0,GRC,15.53,15.53
734,2022,21020.983132,20643.761506,,,A,93951.0,623865.0,GRC,15.44,15.44
735,2023,23772.381959,21474.927705,,,A,135167.0,621888.0,GRC,15.95,15.95
736,2024,25592.108627,22389.218639,,,E,,621888.0,GRC,,
737,2024,25592.108627,22389.218639,,,I,135167.0,,GRC,,
738,1970,619.371571,4884.546849,,,A,44000.0,2494000.0,HUN,10.26,10.26
739,1971,672.204126,5172.932826,,,A,35000.0,2663000.0,HUN,10.64,10.64
740,1972,786.114717,5472.433389,,,A,39000.0,2594000.0,HUN,10.71,10.71
741,1973,970.38997,5831.405797,,,A,55000.0,2351000.0,HUN,10.49,10.49
742,1974,1058.85546,6148.005069,,,A,50000.0,2389000.0,HUN,11.06,11.06
743,1975,1200.307839,6490.847562,,,A,50000.0,2198000.0,HUN,11.18,11.18
744,1976,1383.284491,6679.01326,,,A,41000.0,2412000.0,HUN,10.24,10.24
745,1977,1537.697843,7096.180373,,,A,38000.0,2337000.0,HUN,10.65,10.65
746,1978,1791.428033,7396.132312,,,A,31000.0,2365000.0,HUN,9.67,9.67
747,1979,2062.943571,7489.235875,,,A,30000.0,2396000.0,HUN,10.66,10.66
748,1980,2382.633809,7488.881217,,,A,29000.0,2450000.0,HUN,9.27,9.27
749,1981,2447.034984,7715.137044,,,A,33000.0,2640000.0,HUN,10.7,10.7
750,1982,2497.474038,7951.614855,,,A,46000.0,2779000.0,HUN,10.67,10.67
751,1983,2273.622511,8034.078105,,,A,47000.0,2717000.0,HUN,11.19,11.19
752,1984,2212.425365,8277.75355,,,A,53000.0,2445000.0,HUN,10.29,10.29
753,1985,2248.250659,8285.819591,,,A,51000.0,2924000.0,HUN,9.63,9.63
754,1986,2598.62359,8441.950472,,,A,48000.0,2963000.0,HUN,10.42,10.42
755,1987,2865.834752,8814.135384,,,A,53000.0,2881000.0,HUN,9.99,9.99
756,1988,3079.05165,8837.552116,,,A,64000.0,2801000.0,HUN,10.67,10.67
757,1989,3132.448891,8934.391022,,,A,60000.0,2800000.0,HUN,11.13,11.13
758,1990,3582.670019,8640.373329,1813.9,20.18,A,62000.0,2393000.0,HUN,11.31,11.31
759,1991,3359.658625,7615.134258,,,A,50000.0,2241000.0,HUN,9.99,9.99
760,1992,3746.554639,7386.562892,,,A,49000.0,2126000.0,HUN,11.42,11.42
761,1993,3886.954123,7354.363903,,,A,88000.0,2142000.0,HUN,10.62,10.62
762,1994,4186.871559,7583.507054,,,A,49000.0,2017000.0,HUN,12.07,12.07
763,1995,4513.382192,7709.251277,,,A,40000.0,1908000.0,HUN,10.83,10.83
764,1996,4545.982241,7732.451468,,,A,81000.0,1772000.0,HUN,9.68,9.68
765,1997,4611.38349,7981.022799,,,A,81000.0,1828000.0,HUN,10.25,10.25
766,1998,4758.658729,8309.876853,,,X,79000.0,1792000.0,HUN,10.7,10.7
767,1999,4810.291702,8593.081095,,,X,50900.0,2524900.0,HUN,10.98,10.98
768,2000,4639.173585,8997.68704,1921.17,21.44,X,87500.0,2509400.0,HUN,12.09,12.09
769,2001,5291.751651,9385.195084,,,X,44000.0,2275000.0,HUN,10.87,10.87
770,2002,6670.668278,9856.484138,,,A,43300.0,2354900.0,HUN,11.84,11.84
771,2003,8427.222632,10274.608002,,,X,63000.0,2718000.0,HUN,10.92,10.92
772,2004,10313.057843,10809.326924,,,X,78100.0,2593900.0,HUN,10.68,10.68
773,2005,11235.996518,11296.654885,,,X,96000.0,3040000.0,HUN,10.31,10.31
774,2006,11502.961899,11759.472901,,,X,99000.0,3147000.0,HUN,11.05,11.05
775,2007,13964.73623,11817.206909,,,X,129000.0,2750000.0,HUN,12.21,12.21
776,2008,15796.511278,11955.364305,,,X,75600.0,2485400.0,HUN,11.93,11.93
777,2009,13078.943984,11166.586006,,,X,141500.0,2737800.0,HUN,11.87,11.87
778,2010,13217.460547,11311.002658,2046.39,22.6,A,96855.0,2897128.0,HUN,10.71,10.71
779,2011,14247.251829,11565.412115,,,A,117538.0,3097318.0,HUN,11.32,11.32
780,2012,12955.042225,11445.075974,,,A,112766.0,2846152.0,HUN,11.91,11.91
781,2013,13716.381945,11709.868374,,,A,129920.0,2728553.0,HUN,11.62,11.62
782,2014,14309.130818,12250.247583,,,A,172162.0,2507242.0,HUN,12.48,12.48
783,2015,12729.082304,12729.082304,2060.82,22.58,A,140358.0,2538813.0,HUN,12.21,12.21
784,2016,13147.45835,13077.617359,,,A,148757.0,2487393.0,HUN,11.55,11.55
785,2017,14647.546709,13651.649796,,,A,111950.0,2714977.0,HUN,11.6,11.6
786,2018,16490.505627,14433.515965,,,A,105566.0,2712411.0,HUN,12.54,12.54
787,2019,16881.354416,15172.614474,,,A,99711.0,2584104.0,HUN,12.65,12.65
788,2020,16254.084292,14545.415853,2057.0,22.54,A,141953.0,2373592.0,HUN,11.98,11.98
789,2021,18878.661606,15647.995425,,,A,97897.0,2762312.0,HUN,11.46,11.46
790,2022,18336.901991,16354.405683,,,E,141953.0,2373592.0,HUN,12.43,12.43
791,2023,21954.006896,16196.047288,,,A,191504.0,2994971.0,HUN,12.82,12.82
792,2024,22889.528132,16296.39797,,,A,136998.0,2364140.0,HUN,,
793,1970,2575.843159,18216.094617,,,,,,ISL,-0.34,-0.34
794,1971,3251.113266,20427.238705,,,,,,ISL,-0.01,-0.01
795,1972,4013.550398,21373.615627,,,,,,ISL,1.1,1.1
796,1973,5435.465527,22486.817333,,,,,,ISL,-0.72,-0.72
797,1974,7038.588767,23451.414248,,,,,,ISL,0.66,0.66
798,1975,6452.936549,23303.888177,,,,,,ISL,-0.43,-0.43
799,1976,7581.966103,24450.200467,,,,,,ISL,0.44,0.44
800,1977,9955.683424,26410.079915,,,,,,ISL,0.25,0.25
801,1978,11234.942102,27781.440156,,,,,,ISL,0.1,0.1
802,1979,12639.464973,28849.954391,,,,,,ISL,-1.38,-1.38
803,1980,14821.264088,30188.828883,,,,,,ISL,0.96,0.96
804,1981,15137.846377,31121.442897,,,,,,ISL,-0.2,-0.2
805,1982,13712.608126,31370.791104,,,,,,ISL,0.61,0.61
806,1983,11672.489844,30291.923312,,,,,,ISL,0.08,0.08
807,1984,11959.998671,31208.454174,,,,,,ISL,1.4,1.4
808,1985,12361.350581,31982.311983,,,,,,ISL,0.59,0.59
809,1986,16405.794721,33738.721171,,,,,,ISL,0.81,0.81
810,1987,22453.608876,36224.219448,,,,,,ISL,2.11,2.11
811,1988,24453.304645,35630.565686,,,,,,ISL,0.55,0.55
812,1989,22434.483134,35281.291392,,,,,,ISL,0.7,0.7
813,1990,25384.178808,35416.106735,17.93,0.18,,,,ISL,1.08,1.08
814,1991,26801.411137,34928.695269,,,,,,ISL,1.96,1.96
815,1992,27121.349891,33327.140137,,,,,,ISL,1.03,1.03
816,1993,23577.209135,33423.199126,,,,,,ISL,1.02,1.02
817,1994,24015.704819,34330.093071,,,,,,ISL,0.92,0.92
818,1995,26629.423531,34182.982898,,,,,,ISL,0.55,0.55
819,1996,27610.359424,35551.460326,,,,,,ISL,1.78,1.78
820,1997,27913.372276,37294.896192,,,,,,ISL,1.72,1.72
821,1998,31022.737477,39613.283556,,,E,0.0,0.0,ISL,1.03,1.03
822,1999,32373.808488,40716.051276,,,E,0.0,0.0,ISL,1.24,1.24
823,2000,32087.83591,42163.419681,32.22,0.32,E,0.0,0.0,ISL,1.54,1.54
824,2001,28888.876691,43275.244134,,,E,0.0,0.0,ISL,1.79,1.79
825,2002,32399.762327,43130.859876,,,E,0.0,,ISL,2.17,2.17
826,2002,32399.762327,43130.859876,,,X,,0.0,ISL,2.17,2.17
827,2003,39465.256626,43751.081918,,,E,0.0,,ISL,2.8,2.8
828,2003,39465.256626,43751.081918,,,X,,0.0,ISL,2.8,2.8
829,2004,47319.64295,46750.890707,,,E,0.0,,ISL,2.56,2.56
830,2004,47319.64295,46750.890707,,,X,,0.0,ISL,2.56,2.56
831,2005,56775.651033,48834.226337,,,X,0.0,0.0,ISL,1.76,1.76
832,2006,57475.527858,50716.33131,,,X,0.0,0.0,ISL,2.33,2.33
833,2007,69476.883871,53631.823502,,,X,0.0,0.0,ISL,2.13,2.13
834,2008,56925.335888,53804.435198,,,E,0.0,0.0,ISL,1.85,1.85
835,2009,41286.631378,49509.833275,,,E,0.0,0.0,ISL,2.2,2.2
836,2010,43221.172869,48175.978565,48.74,0.49,E,0.0,0.0,ISL,2.32,2.32
837,2011,47696.202339,48914.685968,,,A,690.0,298.0,ISL,1.94,1.94
838,2012,45977.699616,49172.485957,,,A,625.0,268.0,ISL,2.21,2.21
839,2013,49786.299527,50927.704452,,,E,630.0,270.0,ISL,1.82,1.82
840,2014,54555.664831,51213.455473,,,E,630.0,270.0,ISL,3.03,3.03
841,2015,52929.841741,52929.841741,53.23,0.53,E,630.0,270.0,ISL,1.52,1.52
842,2016,61963.081206,55491.39208,,,E,630.0,270.0,ISL,2.92,2.92
843,2017,71982.584355,56479.829555,,,X,0.0,1000.0,ISL,2.74,2.74
844,2018,74424.126075,57676.056596,,,A,1000.0,1000.0,ISL,2.23,2.23
845,2019,68426.331751,57471.662221,,,A,800.0,200.0,ISL,2.15,2.15
846,2020,58999.255877,52620.04155,56.66,0.56,A,800.0,200.0,ISL,1.66,1.66
847,2021,69302.932117,54488.663647,,,A,300.0,700.0,ISL,1.98,1.98
848,2022,75640.306573,58184.412172,,,E,800.0,200.0,ISL,1.82,1.82
849,2023,80827.016782,59979.557449,,,I,800.0,200.0,ISL,1.61,1.61
850,2024,84717.734023,59394.870797,,,I,800.0,200.0,ISL,,
851,1970,1484.547594,12291.09413,,,A,45000.0,23000.0,IRL,9.45,9.45
852,1971,1703.449918,12582.817763,,,A,7000.0,19000.0,IRL,10.05,10.05
853,1972,2080.294355,13205.154435,,,A,8000.0,13000.0,IRL,9.09,9.09
854,1973,2425.599683,13616.646303,,,A,2000.0,3000.0,IRL,9.75,9.75
855,1974,2521.025331,13980.349313,,,A,4000.0,6000.0,IRL,9.36,9.36
856,1975,2982.354251,14548.489299,,,A,2000.0,5000.0,IRL,9.98,9.98
857,1976,2928.218612,14530.795159,,,A,2000.0,5000.0,IRL,9.71,9.71
858,1977,3431.694958,15487.200249,,,A,2000.0,4000.0,IRL,9.53,9.53
859,1978,4400.048365,16343.794106,,,A,9000.0,12000.0,IRL,9.61,9.61
860,1979,5426.772171,16613.410042,,,A,23000.0,16000.0,IRL,8.73,8.73
861,1980,6367.761889,16927.235628,,,A,23000.0,16000.0,IRL,9.43,9.43
862,1981,5993.505863,17319.772459,,,A,23000.0,16000.0,IRL,9.6,9.6
863,1982,6178.771945,17579.122181,,,A,46000.0,,IRL,9.75,9.75
864,1982,6178.771945,17579.122181,,,E,,16000.0,IRL,9.75,9.75
865,1983,5937.039528,17425.514835,,,E,46000.0,16000.0,IRL,10.04,10.04
866,1984,5718.682084,18089.397236,,,E,46000.0,16000.0,IRL,9.65,9.65
867,1985,6023.415049,18566.687134,,,E,46000.0,16000.0,IRL,8.99,8.99
868,1986,8107.370179,18431.848203,,,E,46000.0,16000.0,IRL,8.65,8.65
869,1987,9580.72452,19299.444562,,,E,46000.0,16000.0,IRL,9.36,9.36
870,1988,10714.888156,20394.426147,,,A,10000.0,40000.0,IRL,9.77,9.77
871,1989,11176.179266,21666.343775,,,A,10000.0,40000.0,IRL,10.23,10.23
872,1990,14031.696615,23481.018776,461.64,6.7,E,10000.0,40000.0,IRL,10.12,10.12
873,1991,14087.374331,23797.038457,,,E,10000.0,40000.0,IRL,9.66,9.66
874,1992,15715.445343,24425.659286,,,E,10000.0,40000.0,IRL,9.54,9.54
875,1993,14657.132973,24959.189895,,,A,50000.0,7000.0,IRL,9.39,9.39
876,1994,15904.272951,26292.612381,,,A,53000.0,7000.0,IRL,9.71,9.71
877,1995,19149.14921,28661.769928,,,A,55000.0,9000.0,IRL,10.29,10.29
878,1996,20829.590784,30541.648031,,,A,58000.0,8000.0,IRL,9.29,9.29
879,1997,22563.350055,33595.938105,,,A,45000.0,18000.0,IRL,10.4,10.4
880,1998,24305.470386,36159.144405,,,A,50000.0,23000.0,IRL,10.12,10.12
881,1999,26351.080524,39520.832853,,,A,50000.0,23000.0,IRL,10.09,10.09
882,2000,26352.496922,42672.668529,630.36,9.15,A,50000.0,23000.0,IRL,9.73,9.73
883,2001,28306.292273,44234.236868,,,A,9000.0,,IRL,9.64,9.64
884,2001,28306.292273,44234.236868,,,E,,23000.0,IRL,9.64,9.64
885,2002,32734.525745,46063.190848,,,X,10000.0,24000.0,IRL,10.06,10.06
886,2003,41240.414926,46685.04729,,,X,8050.0,22050.0,IRL,10.13,10.13
887,2004,47803.60419,48957.451078,,,X,9091.0,10455.0,IRL,10.02,10.02
888,2005,50989.77342,50655.984798,,,X,5000.0,14000.0,IRL,10.22,10.22
889,2006,54390.42376,51768.671008,,,X,5000.0,11000.0,IRL,10.27,10.27
890,2007,61472.28412,52969.846608,,,X,12000.0,20000.0,IRL,10.47,10.47
891,2008,61401.583181,49551.547138,,,X,24000.0,28000.0,IRL,9.72,9.72
892,2009,52151.753306,46531.193872,,,X,87273.0,80000.0,IRL,9.69,9.69
893,2010,48690.880954,47051.446099,720.38,10.46,A,77733.0,103288.0,IRL,8.7,8.7
894,2011,52698.321439,47612.890828,,,A,73773.0,120770.0,IRL,9.94,9.94
895,2012,49405.304665,47211.294785,,,A,100158.0,104607.0,IRL,9.68,9.68
896,2013,52609.307914,47990.088826,,,A,118292.0,91078.0,IRL,9.72,9.72
897,2014,57272.129475,52092.529803,,,A,109870.0,96387.0,IRL,10.21,10.21
898,2015,64304.57512,64304.57512,754.67,10.95,A,105126.0,97669.0,IRL,9.59,9.59
899,2016,64317.438357,64392.213969,,,A,255435.0,60929.0,IRL,9.88,9.88
900,2017,72456.033103,70027.256863,,,A,151000.0,15000.0,IRL,10.2,10.2
901,2018,81160.946542,74347.519318,,,A,173000.0,13000.0,IRL,10.03,10.03
902,2019,82522.664796,77130.460602,,,A,276000.0,10000.0,IRL,10.08,10.08
903,2020,87615.893087,81836.653964,793.32,11.52,A,271000.0,14000.0,IRL,10.02,10.02
904,2021,105660.612235,94272.791397,,,A,197000.0,,IRL,10.25,10.25
905,2021,105660.612235,94272.791397,,,E,,14000.0,IRL,10.25,10.25
906,2022,107351.973853,100763.671241,,,A,214000.0,,IRL,10.5,10.5
907,2022,107351.973853,100763.671241,,,E,,14000.0,IRL,10.5,10.5
908,2023,106106.243727,93604.835585,,,A,223000.0,16000.0,IRL,10.88,10.88
909,2024,109873.939541,93695.335834,,,A,213000.0,23000.0,IRL,,
910,1970,2128.886535,15941.037355,,,A,229000.0,3571000.0,ITA,12.06,12.06
911,1971,2326.739884,16134.894121,,,A,213000.0,3411000.0,ITA,11.97,11.97
912,1972,2692.771561,16619.02559,,,A,262000.0,2681000.0,ITA,11.85,11.85
913,1973,3230.472775,17678.0465,,,A,212000.0,2761000.0,ITA,12.05,12.05
914,1974,3648.954508,18524.302586,,,A,183000.0,2941000.0,ITA,12.01,12.01
915,1975,4137.363748,18023.710271,,,A,168000.0,3182000.0,ITA,12.13,12.13
916,1976,4061.591029,19205.833296,,,A,206000.0,2663000.0,ITA,11.7,11.7
917,1977,4633.999393,19607.395538,,,A,205000.0,2832000.0,ITA,12.29,12.29
918,1978,5645.186384,20161.494856,,,A,216000.0,2666000.0,ITA,11.59,11.59
919,1979,7029.465137,21289.340499,,,A,234000.0,3096000.0,ITA,11.93,11.93
920,1980,8479.336568,21910.390113,,,A,304000.0,3576000.0,ITA,11.35,11.35
921,1981,7620.963141,22003.831164,,,A,246000.0,4110000.0,ITA,11.91,11.91
922,1982,7550.345604,22066.62266,,,A,312000.0,3720000.0,ITA,12.56,12.56
923,1983,7822.490086,22306.167668,,,A,244000.0,3901000.0,ITA,12.28,12.28
924,1984,7725.697,23007.800447,,,A,257000.0,4521000.0,ITA,11.54,11.54
925,1985,7971.787767,23632.797112,,,A,263000.0,4562000.0,ITA,12.14,12.14
926,1986,11284.722034,24299.932357,,,A,381000.0,4532000.0,ITA,12.19,12.19
927,1987,14195.568168,25068.551606,,,A,279000.0,4161000.0,ITA,12.29,12.29
928,1988,15697.131096,26103.125203,,,A,287000.0,4070000.0,ITA,12.63,12.63
929,1989,16335.892666,26964.861626,,,A,290000.0,3821000.0,ITA,12.32,12.32
930,1990,20760.589684,27473.947702,7589.75,25.81,A,238000.0,3399000.0,ITA,12.68,12.68
931,1991,21884.159005,27875.143527,,,A,224000.0,4015000.0,ITA,11.85,11.85
932,1992,23163.883188,28083.295852,,,A,204000.0,4628000.0,ITA,12.55,12.55
933,1993,18669.899466,27821.506646,,,A,237000.0,4461000.0,ITA,12.52,12.52
934,1994,19188.481951,28296.526553,,,A,301000.0,5180000.0,ITA,13.45,13.45
935,1995,20511.107345,29121.918782,,,A,312000.0,4951000.0,ITA,12.4,12.4
936,1996,23001.839551,29638.341477,,,A,284000.0,4674000.0,ITA,12.21,12.21
937,1997,21770.199889,30194.734432,,,A,1005000.0,8314000.0,ITA,13.06,13.06
938,1998,22245.200143,30725.634317,,,A,959000.0,,ITA,12.92,12.92
939,1998,22245.200143,30725.634317,,,X,,7932000.0,ITA,12.92,12.92
940,1999,21925.004007,31227.233577,,,X,1106000.0,9129000.0,ITA,12.99,12.99
941,2000,20073.638409,32421.721533,8369.25,28.3,E,995000.0,8192000.0,ITA,13.33,13.33
942,2001,20452.420116,33052.871329,,,E,1000000.0,8232000.0,ITA,13.15,13.15
943,2002,22322.052666,33075.791792,,,E,857000.0,7030000.0,ITA,13.16,13.16
944,2003,27414.933641,32914.905418,,,E,881000.0,7222000.0,ITA,13.43,13.43
945,2004,31160.371502,33149.168356,,,E,920000.0,7518000.0,ITA,12.82,12.82
946,2005,31869.31041,33206.148835,,,E,1030000.0,8422000.0,ITA,12.31,12.31
947,2006,33334.738408,33668.631859,,,E,962000.0,7821000.0,ITA,13.04,13.04
948,2007,37600.613042,33956.210924,,,E,1040000.0,8537000.0,ITA,13.4,13.4
949,2008,40588.31537,33353.198462,,,E,1125000.0,9224000.0,ITA,13.25,13.25
950,2009,36883.746189,31403.271866,,,E,1019000.0,8321000.0,ITA,13.29,13.29
951,2010,35651.363952,31745.569219,9028.04,30.53,E,1244000.0,10185000.0,ITA,12.59,12.59
952,2011,38215.256845,31858.501296,,,E,1119000.0,9126000.0,ITA,13.41,13.41
953,2012,34658.46667,30779.415192,,,X,1180000.0,9659000.0,ITA,13.42,13.42
954,2013,35500.218456,30158.876986,,,E,1180000.0,9659000.0,ITA,13.1,13.1
955,2014,35824.366413,30153.336484,,,E,1180000.0,9659000.0,ITA,13.73,13.73
956,2015,30465.017283,30465.017283,8907.0,30.12,E,1180000.0,9659000.0,ITA,13.77,13.77
957,2016,31203.211644,30891.205045,,,E,1180000.0,9659000.0,ITA,13.54,13.54
958,2017,32633.060561,31432.234046,,,E,1180000.0,9659000.0,ITA,13.52,13.52
959,2018,34829.502197,31751.384622,,,E,1180000.0,9659000.0,ITA,13.86,13.86
960,2019,33587.264738,31965.797567,,,E,1180000.0,9659000.0,ITA,13.75,13.75
961,2020,31837.638719,29236.688881,9359.51,31.65,E,1180000.0,9659000.0,ITA,13.71,13.71
962,2021,36484.705988,31945.635183,,,E,1180000.0,9659000.0,ITA,13.44,13.44
963,2022,35273.854038,33496.68579,,,E,1180000.0,9659000.0,ITA,14.4,14.4
964,2023,38671.635401,33798.206089,,,I,1180000.0,9659000.0,ITA,14.36,14.36
965,2024,39920.588633,34133.340345,,,I,1180000.0,9659000.0,ITA,,
966,1991,3239.513099,7821.590756,,,,,,LVA,6.78,6.78
967,1992,2186.504268,5161.54625,,,A,300000.0,400000.0,LVA,6.95,6.95
968,1993,1943.431038,4481.511827,,,A,300000.0,800000.0,LVA,5.77,5.77
969,1994,2031.492607,4586.645993,,,A,300000.0,810000.0,LVA,6.09,6.09
970,1995,2107.254661,4659.993841,,,A,400000.0,,LVA,6.62,6.62
